date,trust,dept,beds,patients,source_file,nurses_min_needed
2025-01-01,The Rotherham NHS Foundation Trust,Critical Care Adult,14,10,Beds Sitrep Data Jan 2025.csv,5
2025-02-01,The Rotherham NHS Foundation Trust,Critical Care Adult,14,10,Beds Sitrep Data Feb 2025.csv,5
2025-03-01,The Rotherham NHS Foundation Trust,Critical Care Adult,14,9,Beds Situation Report March 2025.csv,5
2024-12-01,The Rotherham NHS Foundation Trust,G&A Adult,446,423,Dec 2024 Beds Sitrep Data.csv,85
2025-01-01,The Rotherham NHS Foundation Trust,G&A Adult,452,440,Beds Sitrep Data Jan 2025.csv,88
2025-02-01,The Rotherham NHS Foundation Trust,G&A Adult,450,433,Beds Sitrep Data Feb 2025.csv,87
2025-03-01,The Rotherham NHS Foundation Trust,G&A Adult,451,435,Beds Situation Report March 2025.csv,87
2024-12-01,The Rotherham NHS Foundation Trust,G&A Paediatric,22,13,Dec 2024 Beds Sitrep Data.csv,4
2025-01-01,The Rotherham NHS Foundation Trust,G&A Paediatric,22,13,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,The Rotherham NHS Foundation Trust,G&A Paediatric,22,13,Beds Sitrep Data Feb 2025.csv,4
2025-03-01,The Rotherham NHS Foundation Trust,G&A Paediatric,22,11,Beds Situation Report March 2025.csv,3
2024-12-01,The Royal Marsden NHS Foundation Trust,Critical Care Adult,16,11,Dec 2024 Beds Sitrep Data.csv,6
2025-01-01,The Royal Marsden NHS Foundation Trust,Critical Care Adult,16,13,Beds Sitrep Data Jan 2025.csv,7
2025-02-01,The Royal Marsden NHS Foundation Trust,Critical Care Adult,16,12,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,The Royal Marsden NHS Foundation Trust,Critical Care Adult,16,11,Beds Situation Report March 2025.csv,6
2024-12-01,The Royal Marsden NHS Foundation Trust,G&A Adult,186,158,Dec 2024 Beds Sitrep Data.csv,32
2025-01-01,The Royal Marsden NHS Foundation Trust,G&A Adult,192,163,Beds Sitrep Data Jan 2025.csv,33
2025-02-01,The Royal Marsden NHS Foundation Trust,G&A Adult,198,164,Beds Sitrep Data Feb 2025.csv,33
2025-03-01,The Royal Marsden NHS Foundation Trust,G&A Adult,195,158,Beds Situation Report March 2025.csv,32
2024-12-01,The Royal Marsden NHS Foundation Trust,G&A Paediatric,18,10,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,The Royal Marsden NHS Foundation Trust,G&A Paediatric,17,13,Beds Sitrep Data Jan 2025.csv,4
2025-02-01,The Royal Marsden NHS Foundation Trust,G&A Paediatric,17,13,Beds Sitrep Data Feb 2025.csv,4
2025-03-01,The Royal Marsden NHS Foundation Trust,G&A Paediatric,18,13,Beds Situation Report March 2025.csv,4
2024-12-01,The Royal Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,6,3,Dec 2024 Beds Sitrep Data.csv,2
2025-01-01,The Royal Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,6,4,Beds Sitrep Data Jan 2025.csv,2
2025-02-01,The Royal Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,6,4,Beds Sitrep Data Feb 2025.csv,2
2025-03-01,The Royal Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,6,4,Beds Situation Report March 2025.csv,2
2024-12-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Adult,86,69,Dec 2024 Beds Sitrep Data.csv,14
2025-01-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Adult,92,70,Beds Sitrep Data Jan 2025.csv,14
2025-02-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Adult,94,71,Beds Sitrep Data Feb 2025.csv,15
2025-03-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Adult,89,74,Beds Situation Report March 2025.csv,15
2024-12-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Paediatric,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Paediatric,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,The Royal Wolverhampton NHS Trust,Critical Care Adult,28,22,Dec 2024 Beds Sitrep Data.csv,11
2025-01-01,The Royal Wolverhampton NHS Trust,Critical Care Adult,28,22,Beds Sitrep Data Jan 2025.csv,11
2025-02-01,The Royal Wolverhampton NHS Trust,Critical Care Adult,28,21,Beds Sitrep Data Feb 2025.csv,11
2025-03-01,The Royal Wolverhampton NHS Trust,Critical Care Adult,28,19,Beds Situation Report March 2025.csv,10
2024-12-01,The Royal Wolverhampton NHS Trust,G&A Adult,802,763,Dec 2024 Beds Sitrep Data.csv,153
2025-01-01,The Royal Wolverhampton NHS Trust,G&A Adult,796,766,Beds Sitrep Data Jan 2025.csv,154
2025-02-01,The Royal Wolverhampton NHS Trust,G&A Adult,800,773,Beds Sitrep Data Feb 2025.csv,155
2025-03-01,The Royal Wolverhampton NHS Trust,G&A Adult,804,765,Beds Situation Report March 2025.csv,153
2024-12-01,The Royal Wolverhampton NHS Trust,G&A Paediatric,26,22,Dec 2024 Beds Sitrep Data.csv,6
2025-01-01,The Royal Wolverhampton NHS Trust,G&A Paediatric,26,24,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,The Royal Wolverhampton NHS Trust,G&A Paediatric,26,23,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,The Royal Wolverhampton NHS Trust,G&A Paediatric,26,24,Beds Situation Report March 2025.csv,6
2024-12-01,The Shrewsbury and Telford Hospital NHS Trust,Critical Care Adult,25,15,Dec 2024 Beds Sitrep Data.csv,8
2025-01-01,The Shrewsbury and Telford Hospital NHS Trust,Critical Care Adult,25,14,Beds Sitrep Data Jan 2025.csv,7
2025-02-01,The Shrewsbury and Telford Hospital NHS Trust,Critical Care Adult,25,11,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,The Shrewsbury and Telford Hospital NHS Trust,Critical Care Adult,25,13,Beds Situation Report March 2025.csv,7
2024-12-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Adult,791,754,Dec 2024 Beds Sitrep Data.csv,151
2025-01-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Adult,795,763,Beds Sitrep Data Jan 2025.csv,153
2025-02-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Adult,791,763,Beds Sitrep Data Feb 2025.csv,153
2025-03-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Adult,788,757,Beds Situation Report March 2025.csv,152
2024-12-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Paediatric,31,25,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Paediatric,31,23,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Paediatric,31,24,Beds Sitrep Data Feb 2025.csv,6
2025-03-01,The Shrewsbury and Telford Hospital NHS Trust,G&A Paediatric,31,26,Beds Situation Report March 2025.csv,7
2024-12-01,The Walton Centre NHS Foundation Trust,Critical Care Adult,20,14,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,The Walton Centre NHS Foundation Trust,Critical Care Adult,20,15,Beds Sitrep Data Jan 2025.csv,8
2025-02-01,The Walton Centre NHS Foundation Trust,Critical Care Adult,20,14,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,The Walton Centre NHS Foundation Trust,Critical Care Adult,20,15,Beds Situation Report March 2025.csv,8
2024-12-01,The Walton Centre NHS Foundation Trust,G&A Adult,148,129,Dec 2024 Beds Sitrep Data.csv,26
2025-01-01,The Walton Centre NHS Foundation Trust,G&A Adult,150,137,Beds Sitrep Data Jan 2025.csv,28
2025-02-01,The Walton Centre NHS Foundation Trust,G&A Adult,152,138,Beds Sitrep Data Feb 2025.csv,28
2025-03-01,The Walton Centre NHS Foundation Trust,G&A Adult,152,135,Beds Situation Report March 2025.csv,27
2024-12-01,The Walton Centre NHS Foundation Trust,G&A Paediatric,0,0,Dec 2024 Beds Sitrep Data.csv,0
2025-01-01,The Walton Centre NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Jan 2025.csv,0
2025-02-01,The Walton Centre NHS Foundation Trust,G&A Paediatric,0,0,Beds Sitrep Data Feb 2025.csv,0
2025-03-01,The Walton Centre NHS Foundation Trust,G&A Paediatric,0,0,Beds Situation Report March 2025.csv,0
2024-12-01,Torbay and South Devon NHS Foundation Trust,Critical Care Adult,10,6,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,Torbay and South Devon NHS Foundation Trust,Critical Care Adult,10,6,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Torbay and South Devon NHS Foundation Trust,Critical Care Adult,10,5,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Torbay and South Devon NHS Foundation Trust,Critical Care Adult,10,6,Beds Situation Report March 2025.csv,3
2024-12-01,Torbay and South Devon NHS Foundation Trust,G&A Adult,381,369,Dec 2024 Beds Sitrep Data.csv,74
2025-01-01,Torbay and South Devon NHS Foundation Trust,G&A Adult,384,378,Beds Sitrep Data Jan 2025.csv,76
2025-02-01,Torbay and South Devon NHS Foundation Trust,G&A Adult,381,374,Beds Sitrep Data Feb 2025.csv,75
2025-03-01,Torbay and South Devon NHS Foundation Trust,G&A Adult,377,366,Beds Situation Report March 2025.csv,74
2024-12-01,Torbay and South Devon NHS Foundation Trust,G&A Paediatric,20,12,Dec 2024 Beds Sitrep Data.csv,3
2025-01-01,Torbay and South Devon NHS Foundation Trust,G&A Paediatric,19,12,Beds Sitrep Data Jan 2025.csv,3
2025-02-01,Torbay and South Devon NHS Foundation Trust,G&A Paediatric,20,11,Beds Sitrep Data Feb 2025.csv,3
2025-03-01,Torbay and South Devon NHS Foundation Trust,G&A Paediatric,20,13,Beds Situation Report March 2025.csv,4
2024-10-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Critical Care Adult,25,16,October 2024 Beds Sitrep Data.csv,8
2024-11-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Critical Care Adult,25,14,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,G&A Adult,998,920,October 2024 Beds Sitrep Data.csv,184
2024-11-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,G&A Adult,997,919,Beds Sitrep Data Nov 2024.csv,184
2024-10-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,G&A Paediatric,40,20,October 2024 Beds Sitrep Data.csv,5
2024-11-01,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,G&A Paediatric,40,27,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,71,55,October 2024 Beds Sitrep Data.csv,28
2024-11-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Critical Care Adult,73,56,Beds Sitrep Data Nov 2024.csv,28
2024-10-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,G&A Adult,703,643,October 2024 Beds Sitrep Data.csv,129
2024-11-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,G&A Adult,718,662,Beds Sitrep Data Nov 2024.csv,133
2024-10-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,83,35,October 2024 Beds Sitrep Data.csv,9
2024-11-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,G&A Paediatric,69,40,Beds Sitrep Data Nov 2024.csv,10
2024-10-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Critical Care Adult,99,81,October 2024 Beds Sitrep Data.csv,41
2024-11-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Critical Care Adult,99,79,Beds Sitrep Data Nov 2024.csv,40
2024-10-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,G&A Adult,1022,962,October 2024 Beds Sitrep Data.csv,193
2024-11-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,G&A Adult,1023,962,Beds Sitrep Data Nov 2024.csv,193
2024-10-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,G&A Paediatric,95,79,October 2024 Beds Sitrep Data.csv,20
2024-11-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,G&A Paediatric,95,79,Beds Sitrep Data Nov 2024.csv,20
2024-10-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Critical Care Adult,95,89,October 2024 Beds Sitrep Data.csv,45
2024-11-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Critical Care Adult,96,94,Beds Sitrep Data Nov 2024.csv,47
2024-10-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,G&A Adult,2400,2363,October 2024 Beds Sitrep Data.csv,473
2024-11-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,G&A Adult,2389,2346,Beds Sitrep Data Nov 2024.csv,470
2024-10-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,G&A Paediatric,78,69,October 2024 Beds Sitrep Data.csv,18
2024-11-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,G&A Paediatric,78,69,Beds Sitrep Data Nov 2024.csv,18
2024-10-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Critical Care Adult,56,49,October 2024 Beds Sitrep Data.csv,25
2024-11-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Critical Care Adult,56,49,Beds Sitrep Data Nov 2024.csv,25
2024-10-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,G&A Adult,880,803,October 2024 Beds Sitrep Data.csv,161
2024-11-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,G&A Adult,882,822,Beds Sitrep Data Nov 2024.csv,165
2024-10-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,G&A Paediatric,137,115,October 2024 Beds Sitrep Data.csv,29
2024-11-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,G&A Paediatric,137,121,Beds Sitrep Data Nov 2024.csv,31
2024-10-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Critical Care Adult,44,37,October 2024 Beds Sitrep Data.csv,19
2024-11-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Critical Care Adult,44,34,Beds Sitrep Data Nov 2024.csv,17
2024-10-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,G&A Adult,1021,1004,October 2024 Beds Sitrep Data.csv,201
2024-11-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,G&A Adult,1020,1010,Beds Sitrep Data Nov 2024.csv,202
2024-10-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,G&A Paediatric,59,41,October 2024 Beds Sitrep Data.csv,11
2024-11-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,G&A Paediatric,59,46,Beds Sitrep Data Nov 2024.csv,12
2024-10-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Critical Care Adult,22,16,October 2024 Beds Sitrep Data.csv,8
2024-11-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Critical Care Adult,22,15,Beds Sitrep Data Nov 2024.csv,8
2024-10-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,G&A Adult,1080,1004,October 2024 Beds Sitrep Data.csv,201
2024-11-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,G&A Adult,1077,996,Beds Sitrep Data Nov 2024.csv,200
2024-10-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,G&A Paediatric,26,16,October 2024 Beds Sitrep Data.csv,4
2024-11-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,G&A Paediatric,26,19,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Critical Care Adult,51,46,October 2024 Beds Sitrep Data.csv,23
2024-11-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Critical Care Adult,52,43,Beds Sitrep Data Nov 2024.csv,22
2024-10-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,G&A Adult,1421,1351,October 2024 Beds Sitrep Data.csv,271
2024-11-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,G&A Adult,1423,1360,Beds Sitrep Data Nov 2024.csv,272
2024-10-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,G&A Paediatric,40,26,October 2024 Beds Sitrep Data.csv,7
2024-11-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,G&A Paediatric,40,25,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Critical Care Adult,86,52,October 2024 Beds Sitrep Data.csv,26
2024-11-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Critical Care Adult,86,55,Beds Sitrep Data Nov 2024.csv,28
2024-10-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,G&A Adult,1608,1497,October 2024 Beds Sitrep Data.csv,300
2024-11-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,G&A Adult,1621,1515,Beds Sitrep Data Nov 2024.csv,303
2024-10-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,G&A Paediatric,108,76,October 2024 Beds Sitrep Data.csv,19
2024-11-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,G&A Paediatric,108,80,Beds Sitrep Data Nov 2024.csv,20
2024-10-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Critical Care Adult,13,10,October 2024 Beds Sitrep Data.csv,5
2024-11-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Critical Care Adult,14,10,Beds Sitrep Data Nov 2024.csv,5
2024-10-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,G&A Adult,597,524,October 2024 Beds Sitrep Data.csv,105
2024-11-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,G&A Adult,594,518,Beds Sitrep Data Nov 2024.csv,104
2024-10-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,G&A Paediatric,33,16,October 2024 Beds Sitrep Data.csv,4
2024-11-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,G&A Paediatric,34,22,Beds Sitrep Data Nov 2024.csv,6
2024-10-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Critical Care Adult,66,58,October 2024 Beds Sitrep Data.csv,29
2024-11-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Critical Care Adult,66,58,Beds Sitrep Data Nov 2024.csv,29
2024-10-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,G&A Adult,1312,1239,October 2024 Beds Sitrep Data.csv,248
2024-11-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,G&A Adult,1312,1220,Beds Sitrep Data Nov 2024.csv,244
2024-10-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,G&A Paediatric,52,48,October 2024 Beds Sitrep Data.csv,12
2024-11-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,G&A Paediatric,52,47,Beds Sitrep Data Nov 2024.csv,12
2024-10-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Critical Care Adult,46,28,October 2024 Beds Sitrep Data.csv,14
2024-11-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Critical Care Adult,46,28,Beds Sitrep Data Nov 2024.csv,14
2024-10-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,G&A Adult,1065,986,October 2024 Beds Sitrep Data.csv,198
2024-11-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,G&A Adult,1074,989,Beds Sitrep Data Nov 2024.csv,198
2024-10-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,G&A Paediatric,58,27,October 2024 Beds Sitrep Data.csv,7
2024-11-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,G&A Paediatric,60,28,Beds Sitrep Data Nov 2024.csv,7
2024-10-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Critical Care Adult,64,57,October 2024 Beds Sitrep Data.csv,29
2024-11-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Critical Care Adult,64,57,Beds Sitrep Data Nov 2024.csv,29
2024-10-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,G&A Adult,1680,1628,October 2024 Beds Sitrep Data.csv,326
2024-11-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,G&A Adult,1680,1625,Beds Sitrep Data Nov 2024.csv,325
2024-10-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,G&A Paediatric,86,68,October 2024 Beds Sitrep Data.csv,17
2024-11-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,G&A Paediatric,88,73,Beds Sitrep Data Nov 2024.csv,19
2024-12-01,United Lincolnshire Hospitals NHS Trust,Critical Care Adult,25,16,Dec 2024 Beds Sitrep Data.csv,8
2025-01-01,United Lincolnshire Hospitals NHS Trust,Critical Care Adult,25,20,Beds Sitrep Data Jan 2025.csv,10
2025-02-01,United Lincolnshire Hospitals NHS Trust,Critical Care Adult,25,16,Beds Sitrep Data Feb 2025.csv,8
2025-03-01,United Lincolnshire Hospitals NHS Trust,Critical Care Adult,25,14,Beds Situation Report March 2025.csv,7
2024-12-01,United Lincolnshire Hospitals NHS Trust,G&A Adult,1002,930,Dec 2024 Beds Sitrep Data.csv,186
2025-01-01,United Lincolnshire Hospitals NHS Trust,G&A Adult,1014,958,Beds Sitrep Data Jan 2025.csv,192
2025-02-01,United Lincolnshire Hospitals NHS Trust,G&A Adult,1008,948,Beds Sitrep Data Feb 2025.csv,190
2025-03-01,United Lincolnshire Hospitals NHS Trust,G&A Adult,1003,922,Beds Situation Report March 2025.csv,185
2024-12-01,United Lincolnshire Hospitals NHS Trust,G&A Paediatric,40,28,Dec 2024 Beds Sitrep Data.csv,7
2025-01-01,United Lincolnshire Hospitals NHS Trust,G&A Paediatric,40,24,Beds Sitrep Data Jan 2025.csv,6
2025-02-01,United Lincolnshire Hospitals NHS Trust,G&A Paediatric,40,25,Beds Sitrep Data Feb 2025.csv,7
2025-03-01,United Lincolnshire Hospitals NHS Trust,G&A Paediatric,40,27,Beds Situation Report March 2025.csv,7
2024-12-01,University College London Hospitals NHS Foundation Trust,Critical Care Adult,72,52,Dec 2024 Beds Sitrep Data.csv,26
2025-01-01,University College London Hospitals NHS Foundation Trust,Critical Care Adult,73,58,Beds Sitrep Data Jan 2025.csv,29
2025-02-01,University College London Hospitals NHS Foundation Trust,Critical Care Adult,69,54,Beds Sitrep Data Feb 2025.csv,27
2025-03-01,University College London Hospitals NHS Foundation Trust,Critical Care Adult,69,53,Beds Situation Report March 2025.csv,27
2024-12-01,University College London Hospitals NHS Foundation Trust,G&A Adult,698,600,Dec 2024 Beds Sitrep Data.csv,120
2025-01-01,University College London Hospitals NHS Foundation Trust,G&A Adult,696,620,Beds Sitrep Data Jan 2025.csv,124
2025-02-01,University College London Hospitals NHS Foundation Trust,G&A Adult,700,635,Beds Sitrep Data Feb 2025.csv,127
2025-03-01,University College London Hospitals NHS Foundation Trust,G&A Adult,698,635,Beds Situation Report March 2025.csv,127
2024-12-01,University College London Hospitals NHS Foundation Trust,G&A Paediatric,63,38,Dec 2024 Beds Sitrep Data.csv,10
2025-01-01,University College London Hospitals NHS Foundation Trust,G&A Paediatric,64,42,Beds Sitrep Data Jan 2025.csv,11
2025-02-01,University College London Hospitals NHS Foundation Trust,G&A Paediatric,65,43,Beds Sitrep Data Feb 2025.csv,11
2025-03-01,University College London Hospitals NHS Foundation Trust,G&A Paediatric,65,41,Beds Situation Report March 2025.csv,11
2024-12-01,University Hospital Southampton NHS Foundation Trust,Critical Care Adult,99,78,Dec 2024 Beds Sitrep Data.csv,39
2025-01-01,University Hospital Southampton NHS Foundation Trust,Critical Care Adult,99,82,Beds Sitrep Data Jan 2025.csv,41
2025-02-01,University Hospital Southampton NHS Foundation Trust,Critical Care Adult,99,82,Beds Sitrep Data Feb 2025.csv,41
2025-03-01,University Hospital Southampton NHS Foundation Trust,Critical Care Adult,99,80,Beds Situation Report March 2025.csv,40
2024-12-01,University Hospital Southampton NHS Foundation Trust,G&A Adult,1021,928,Dec 2024 Beds Sitrep Data.csv,186
2025-01-01,University Hospital Southampton NHS Foundation Trust,G&A Adult,1023,979,Beds Sitrep Data Jan 2025.csv,196
2025-02-01,University Hospital Southampton NHS Foundation Trust,G&A Adult,1015,984,Beds Sitrep Data Feb 2025.csv,197
2025-03-01,University Hospital Southampton NHS Foundation Trust,G&A Adult,1010,976,Beds Situation Report March 2025.csv,196
2024-12-01,University Hospital Southampton NHS Foundation Trust,G&A Paediatric,95,71,Dec 2024 Beds Sitrep Data.csv,18
2025-01-01,University Hospital Southampton NHS Foundation Trust,G&A Paediatric,95,76,Beds Sitrep Data Jan 2025.csv,19
2025-02-01,University Hospital Southampton NHS Foundation Trust,G&A Paediatric,95,77,Beds Sitrep Data Feb 2025.csv,20
2025-03-01,University Hospital Southampton NHS Foundation Trust,G&A Paediatric,95,75,Beds Situation Report March 2025.csv,19
2024-12-01,University Hospitals Birmingham NHS Foundation Trust,Critical Care Adult,97,94,Dec 2024 Beds Sitrep Data.csv,47
2025-01-01,University Hospitals Birmingham NHS Foundation Trust,Critical Care Adult,100,97,Beds Sitrep Data Jan 2025.csv,49
2025-02-01,University Hospitals Birmingham NHS Foundation Trust,Critical Care Adult,99,94,Beds Sitrep Data Feb 2025.csv,47
2025-03-01,University Hospitals Birmingham NHS Foundation Trust,Critical Care Adult,92,88,Beds Situation Report March 2025.csv,44
2024-12-01,University Hospitals Birmingham NHS Foundation Trust,G&A Adult,2401,2334,Dec 2024 Beds Sitrep Data.csv,467
2025-01-01,University Hospitals Birmingham NHS Foundation Trust,G&A Adult,2404,2364,Beds Sitrep Data Jan 2025.csv,473
2025-02-01,University Hospitals Birmingham NHS Foundation Trust,G&A Adult,2401,2352,Beds Sitrep Data Feb 2025.csv,471
2025-03-01,University Hospitals Birmingham NHS Foundation Trust,G&A Adult,2396,2345,Beds Situation Report March 2025.csv,469
2024-12-01,University Hospitals Birmingham NHS Foundation Trust,G&A Paediatric,78,66,Dec 2024 Beds Sitrep Data.csv,17
2025-01-01,University Hospitals Birmingham NHS Foundation Trust,G&A Paediatric,78,66,Beds Sitrep Data Jan 2025.csv,17
